autor,link,descricao,enviado,estrelas
"Andrey Almassy","https://github.com/Vulpardi/Projeto_Alura/blob/main/Briefing_Design.ipynb","Você precisa Trabalhar mas não tem experiência ou projetos no seu portfólio? Não consegue achar um site que te forneça briefing para projetos de design de forma gratuita? Calma! com esse código você terá acesso aos melhores briefings para projetos de Design utilizando IA\'s Generativas para que você possa demonstrar o seu máximo e alcançar seu emprego dos sonhos! Esse projeto ele cria Persona, Identidade da marca, Nome e até propõe desafios para deixar o seu projeto único e chamar a atenção dos recrutadores.","Sun, 12 May 2024 06:01:00 GMT","16"
"ÁLAZE GABRIEL DO BREVIÁRIO","https://github.com/alaze2024/My_First_LLM_Teoria_da_Predestinacao.git","Resumo do meu projeto em IA: Vamos construir um artigo científico sobre Teoria da Predestinação, fazendo uma Revisão Sistemática da literatura, adotando o protocolo PRISMA; com base nas obras e autores da temática, dos últimos cinco anos; trabalhos publicados em português, inglês ou espanhol; utilizando os seguintes descritores: teoria da predestinação, predestinação, livre-arbítrio, teoria do multiverso, onisciência divina, onipotência divina, e seus respectivos termos em inglês e espanhol. Vamos aplicar uma análise bibliométrica e uma análise lexicométrica nessa revisão sistemática.","Sun, 12 May 2024 06:02:00 GMT","2"
"Andreza Aparecida Hau Ratkovski","https://github.com/Ratkovski/Neurodivergente-IA/blob/main/neurodivergente_IA.ipynb","Projeto focado para desenvolver conteúdo de estudo para pessoas com neurodiversidade","Sun, 12 May 2024 06:03:00 GMT","3"
"Leonardo Santos Sena","https://github.com/leosenadev/BAIGemini","Aplicação que consulta Gemini retornando informações sobre distância, consumo, tempo estimado, cultura e lazer de uma determinado destino, do Estado da Bahia","Sun, 12 May 2024 06:04:00 GMT","3"
"Nicolas Daniel Cardoso Pires","https://github.com/Nicolaspire/Chatbot.git","Chatbot","Sun, 12 May 2024 06:04:00 GMT","1"
"Gustavo Guimarães","https://github.com/GustavoFG053/projetoAlura_AquaBot","Assistente Inteligente para o Tratamento da Água da Piscina","Sun, 12 May 2024 06:07:00 GMT","1"
"Vinicius Costa dos Santos","https://github.com/vinic-costa/Projeto-AI-Generative","Se trata de uma aplicação web para Desktop/Mobile usando a API do Gemini (PRO-Vision) para criar um chat de receita de medicamentos que recebe a foto do medicamento e retorna nome do medicamento, diagnóstico primário, uso e dosagem do medicamento. Motivação: As vezes temos remédios só com alguns coprimidos, apenas o nome ou parte do nome do medicamento, o aplicativo Dose Certa pode ser o ideal para ajudar a identificar esse medicamento e dar sua receita de forma rápida e segura","Sun, 12 May 2024 06:08:00 GMT","3"
"Adams dos Santos Souza","https://github.com/adamsdossantos/Projeto_Imersao_AI/blob/main/README.md","Criação de planilha de corrida personalizada baseada em inputs dos usuários","Sun, 12 May 2024 06:09:00 GMT","3"
"Severino José da Silva","https://github.com/SeverinoJSilva/Indicacao_filmes","Projeto de Busca de Filmes pelo Contexto","Sun, 12 May 2024 06:10:00 GMT","2"
"Valdir de Jesus","https://github.com/ValdirDeJesus/ProjetoImersaoAluraGoogleAvaliacao/blob/main/PROJETO_IMERS%C3%83O_IA_ALURA_%2B_GOOGLE.ipynb","Minha maior inspiração foi desenvolver um projeto que ajudasse o maior número de pessoas possível. Como sou Perito Criminal da Polícia Civil de Minas Gerais e convivo diariamente com o sofrimento de tantas pessoas e, além disso, devido à situação dramática que o povo do Rio Grande do Sul está vivendo, pensei em um projeto que pudesse impactar positivamente esses dois cenários e vários outros. Para isso, desenvolvi um projeto intitulado Visão Computacional em Tempo Real com API do Google AI Studio: O projeto consegue acessar a WebCam do computador e a cada 10s (intervalo este facilmente configurável) coleta imagens. A partir daí utilizei o poder da visão computacional através da API do Google AI Studio para gerar uma lista com todos os objetos observados. Em seguida, gerei um gráfico de distribuição de frequências para analisar a frequência que cada objeto aparecia nas imagens. Por enquanto é protótipo mas já estou trabalhando para ser possível ler em Android e IOS, e em câmeras de drones. O potencial é","Sun, 12 May 2024 06:13:00 GMT","6"
"Lucas Cotrim Machado","https://github.com/cotriml/imersao-gemini-alura","Esse é o Assistente de Entrevistas de Emprego, criado para aumentar a produtividade e eficiência no feedback de entrevistas de emprego. Necessidade: Geralmente em entrevistas de emprego todo entrevistador realiza anotações de perguntas e respostas das entrevistas para posteriormente dar seu feedback. Problema: Esse processo, em uma grande escala, principalmente para recrutadores, acaba consumindo bastante tempo e algo que possa ser discutido na entrevista, que tenha relevância, pode ser esquecido ou omitido sem querer. Solução: Para solucionar esse problema, esse assistente de entrevistas foi pensado para auxiliar o entrevistador na sumarização do que foi conversado na entrevista em formato resumido de perguntas e respostas trazendo também um feedback sugestivo sobre o bate-papo. Impacto: O impacto dessa solução seria o ganho de tempo que impacta diretamente a produtividade da pessoa entrevistadora e a qualidade e integridade do conteúdo discutido na entrevista que está bastante alinhado com a eficiência de","Sun, 12 May 2024 06:15:00 GMT","2"
"Lucas Manoel Batista de Albuquerque","https://github.com/LucasMBAlbuquerque/Criptomoedas-com-Gemini-IA","CryptoBot é um bot Discord que fornece informações em tempo real sobre criptomoedas, utilizando a inteligência do Gemini AI. A motivação principal para realizar este projeto foi que, Apesar de suas capacidades avançadas, o Gemini AI ainda não possui acesso direto a dados de mercado de criptoativo. Visando suprir essa lacuna, este projeto utiliza uma API de criptomoedas para obter os dados mais recentes e os fornece ao Gemini AI.","Sun, 12 May 2024 06:15:00 GMT","5"
"RENAN CESAR BASTOS SILVA","https://github.com/RenancbSilva/Projeto_Imersao1","Projeto Dra. Hígia IA: Análise de interação medicamentosa e dosagem - Este projeto consiste em um script Python que interage com um modelo de inteligência artificial (IA) generativa para simular uma conversa com a Dra. Hígia IA, uma médica emergencialista especializada em farmacologia clínica e interações medicamentosas. O objetivo principal é analisar os medicamentos utilizados pelos pacientes, identificando possíveis interações medicamentosas ou riscos à saúde, com o intuito de aumentar a conscientização e promover o uso seguro de medicamentos.","Sun, 12 May 2024 06:15:00 GMT","12"
"Catarina Yoko Sakata Gonçalves Rego","https://github.com/catarinayoko/help.ai/tree/main","Help.ai é um chatbot feito para ajudar pessoas em busca de instituições confiáveis e ações sociais educacionais confiáveis dentro da sua região.","Sun, 12 May 2024 06:15:00 GMT","1"
"Renato Sampaio Pessanha","https://github.com/renatopessanha/MestreGemini","O objetivo deste notebook é um simples chat tentando assumir a personalidade de um Mestre Jedi ao responder as perguntas feitas pelo usuário.","Sun, 12 May 2024 06:16:00 GMT","1"
"Guilherme Henrique de Andrade Zorzo","https://github.com/GHAZ25/ImersaoIA/","No melhor estilo de jogos de RPG dos anos 80, experimente uma aventura nova, pronta para ser explorada. Converse com os habitantes, colete recursos e muito mais. Tenha sempre uma jornada nova, com lugares diferentes, criaturas fantásticas o tudo o que uma aventura medieval pode oferecer!","Sun, 12 May 2024 06:16:00 GMT","3"
"Pietra Costa","https://github.com/Pietra-Costa/Movie.it/","Descubra o Movie.it: Sua Experiência Cinematográfica Agora no Chat!  Cansado de perder preciosos momentos de diversão vasculhando interminavelmente por um filme? Se sim, prepare-se para uma revolução no mundo do entretenimento! Com o Movie.it, a busca pelo filme perfeito é tão simples quanto enviar uma mensagem. Imagine só: você está apenas batendo papo com alguém quando menciona que está a fim de assistir algo. Em um piscar de olhos, o Gemini entra em cena nesse mesmo chat! Oferecendo sugestões personalizadas com base nos seus gostos, atores favoritos e até mesmo no clima que você está sentindo!  Adeus, horas perdidas na indecisão! Com o Movie.it, cada conversa se transforma em uma aventura cinematográfica emocionante. A diversão começa no chat e continua na tela do seu dispositivo favorito.  Não deixe mais que a indecisão atrapalhe seus planos de cinema! Experimente o Movie.it hoje mesmo e descubra uma nova maneira de encontrar os filmes que realmente ama.","Sun, 12 May 2024 06:17:00 GMT","5"
"Mairê Giles","https://github.com/mairegiles/PyBot","O PyBot foi criado usando o Ai Studio. Todo código foi criado pelo Gemini e coipado e executado no Google Colab. O diferencial do projeto é que eu não escrevi nenhuma linha de código, pois estou entrando agora na área e não sei nada de linguagens de programação. Usei o que foi passado nas aulas da imersão para criar o PyBot com o objetivo de ajudar outras pessoas, que assim como eu, querem aprender Python, ou usuários exeprientes que buscam um chatbot direcionado à essa linguagem de programação. Com esse projeto, consegui mostrar que você não precisa saber nada de programação, mas consegue criar algo incrível se tiver as ferrmanetas certas, nesse caso, o Ai Studio e o Google Colab.","Sun, 12 May 2024 06:17:00 GMT","6"
"Cauber","https://github.com/CBRms1/Projeto_Imersao","Uma IA capaz de gerar histórias com base na pergunta","Sun, 12 May 2024 06:17:00 GMT","1"
"Pedro Henrique Araújo da Silva","https://github.com/PedroSilvah/alura-google_projeto","Esta é uma automação de análise de planilhas. O programa analisa planilhas apontando diversas partes, como verificar se as somas estão corretas, verificar gastos anormais e indicar possíveis causas das mesmas. Os arquivos arquivo c1 2022 e arquivo c1 2023 foram os usados ​​nos testes. Para o bom funcionamento deve seguir o mesmo padrão e estruturação. O arquivo proncipal contendo o código é o estudar_alura+google.ipynb","Sun, 12 May 2024 06:19:00 GMT","2"
"Cristiano Santos","https://github.com/IAmCristiano/GokuAI","Chatbot para falar com o Goku! Totalmente amigável, não conversa sobre conteúdo sensível (pede para mudar de assunto) e é instruído para responder as perguntas sobre estudos e ajudar, tentando incluir referências de Dragon Ball pra manter o interesse da criança. Ideal e divertido para crianças em fase de aprendizado, e também para adultos nostálgicos que sempre quiseram interagir com o Goku!","Sun, 12 May 2024 06:19:00 GMT","66"
"Heron Tadeu Fernandes Gomes","https://github.com/HeronGomes/comtecomigo.git","Terapeuta virtual capaz de orientar o usuário em momentos difíceis.","Sun, 12 May 2024 06:21:00 GMT","2"
"Hugo Leal Machado","https://github.com/hugooleal/wanderai-imersao-alura/tree/main","Script que utiliza o poder do modelo de linguagem Google Gemini para gerar roteiros de viagem personalizados. Através de perguntas sobre suas preferências, o script constrói um roteiro detalhado, incluindo sugestões de atividades, restaurantes e dicas de transporte.","Sun, 12 May 2024 06:22:00 GMT","2"
"Gustavo de Menezes Ferreira","https://github.com/Gustavo-de-menezes/TreinadorKame","O TreinadorKame é uma ferramenta inovadora projetada para auxiliar pessoas de todas as idades a aprimorar seus conhecimentos em diferentes áreas de interesse. Desenvolvido com o objetivo de tornar o aprendizado mais acessível e divertido, o TreinadorKame permite que os usuários escolham um tema de interesse, definam o nível de dificuldade e recebam perguntas relacionadas ao tema escolhido. Com uma interface intuitiva e amigável, os usuários podem interagir com o TreinadorKame de maneira simples e eficaz. Além disso, a ferramenta oferece a opção de exportar as perguntas em formatos como HTML, TXT ou JSON, possibilitando um estudo mais detalhado e aprofundado sobre o tema escolhido. O TreinadorKame também conta com um sistema de pontuação, incentivando os usuários a alcançarem seus objetivos de aprendizado e acompanhando seu progresso ao longo do tempo. Com uma variedade de temas e níveis de dificuldade, o TreinadorKame é a ferramenta ideal para quem busca expandir seus conhecimentos de forma prática e interati","Sun, 12 May 2024 06:22:00 GMT","3"
